,NUM_LAYERS,NUM_PATHS,PATHS,BEATS_GREEDY
23,7,9,"[[0, 13, 15, 27, 30, 37, 44], [5, 10, 19, 23, 32, 38, 48], [3, 11, 18, 22, 28, 35, 42], [6, 11, 15, 23, 29, 39, 45], [4, 13, 20, 26, 28, 36, 46], [2, 8, 16, 24, 33, 39, 46], [5, 8, 17, 21, 34, 40, 47], [1, 7, 15, 25, 31, 36, 43], [2, 9, 20, 27, 31, 41, 48]]",False
24,7,10,"[[0, 8, 17, 23, 28, 41, 43], [4, 7, 15, 27, 30, 35, 47], [6, 8, 18, 26, 33, 36, 48], [5, 11, 17, 21, 34, 36, 45], [1, 9, 19, 26, 32, 40, 42], [3, 10, 16, 27, 29, 36, 46], [2, 9, 14, 23, 31, 37, 44], [4, 13, 20, 22, 32, 37, 43], [5, 12, 19, 24, 29, 38, 47], [3, 11, 14, 24, 33, 39, 42]]",False
25,7,10,"[[5, 12, 15, 21, 31, 38, 42], [2, 7, 19, 22, 30, 35, 45], [3, 13, 20, 25, 34, 40, 48], [1, 7, 16, 24, 28, 40, 42], [6, 12, 17, 23, 29, 35, 48], [0, 8, 19, 27, 29, 41, 47], [1, 11, 20, 26, 32, 36, 44], [4, 11, 15, 27, 28, 37, 43], [2, 8, 17, 26, 33, 38, 46], [3, 9, 18, 24, 31, 35, 47]]",False
26,7,11,"[[6, 8, 15, 23, 34, 36, 43], [5, 10, 17, 27, 33, 38, 45], [4, 7, 15, 22, 28, 40, 46], [6, 12, 16, 25, 29, 35, 45], [3, 13, 19, 22, 33, 37, 48], [1, 9, 18, 23, 31, 35, 47], [1, 12, 14, 21, 33, 39, 46], [2, 11, 18, 25, 32, 38, 48], [0, 9, 16, 27, 30, 41, 42], [3, 8, 14, 24, 29, 41, 44], [5, 13, 20, 21, 32, 35, 43]]",False
27,7,10,"[[0, 9, 14, 26, 33, 37, 45], [5, 11, 18, 22, 29, 39, 44], [1, 8, 18, 27, 34, 35, 48], [6, 10, 20, 22, 28, 35, 43], [1, 13, 19, 25, 32, 41, 42], [6, 9, 16, 23, 30, 38, 46], [4, 8, 15, 23, 31, 36, 42], [2, 7, 18, 26, 32, 40, 47], [3, 12, 17, 21, 31, 40, 45], [3, 13, 15, 27, 28, 37, 44]]",False
28,7,10,"[[1, 9, 14, 25, 31, 39, 47], [0, 13, 14, 27, 30, 38, 45], [5, 7, 19, 22, 30, 36, 43], [6, 8, 16, 21, 31, 35, 43], [4, 8, 18, 25, 34, 37, 46], [3, 9, 19, 21, 33, 40, 48], [0, 12, 15, 23, 29, 41, 42], [2, 11, 17, 23, 33, 38, 47], [4, 10, 20, 24, 32, 41, 44], [2, 12, 20, 26, 28, 35, 46]]",False
29,7,9,"[[3, 9, 15, 22, 32, 41, 48], [5, 7, 18, 23, 33, 35, 46], [1, 12, 15, 24, 34, 36, 45], [6, 10, 15, 27, 31, 40, 42], [3, 8, 20, 25, 28, 37, 47], [4, 13, 18, 22, 28, 38, 43], [0, 11, 17, 25, 33, 40, 48], [2, 8, 19, 27, 29, 36, 44], [4, 7, 16, 25, 30, 39, 45]]",False
30,7,11,"[[0, 10, 14, 22, 32, 36, 45], [4, 13, 15, 24, 34, 39, 45], [4, 8, 20, 26, 28, 38, 44], [1, 11, 17, 21, 33, 38, 48], [2, 11, 14, 26, 29, 35, 42], [3, 9, 18, 24, 31, 37, 47], [5, 7, 14, 27, 31, 39, 46], [3, 12, 16, 23, 30, 36, 48], [6, 12, 19, 25, 32, 37, 46], [5, 8, 16, 24, 33, 40, 43], [6, 13, 17, 27, 28, 41, 42]]",False
31,7,11,"[[0, 7, 15, 22, 28, 41, 48], [0, 11, 17, 25, 29, 36, 45], [4, 9, 20, 22, 31, 38, 43], [2, 11, 19, 24, 31, 39, 48], [6, 9, 16, 26, 30, 35, 46], [4, 10, 17, 24, 33, 37, 47], [1, 12, 16, 21, 34, 37, 42], [3, 13, 18, 21, 32, 36, 48], [5, 8, 20, 23, 30, 36, 44], [3, 12, 14, 27, 28, 39, 43], [5, 7, 14, 26, 29, 40, 42]]",False
32,7,11,"[[5, 11, 15, 23, 32, 40, 44], [0, 11, 20, 25, 28, 37, 42], [3, 12, 18, 21, 28, 40, 48], [1, 13, 17, 25, 33, 39, 45], [3, 13, 15, 26, 29, 35, 47], [3, 10, 19, 22, 34, 38, 46], [0, 10, 14, 21, 31, 36, 43], [2, 9, 15, 24, 34, 39, 42], [4, 8, 16, 24, 29, 36, 48], [6, 7, 14, 27, 32, 39, 47], [6, 12, 20, 23, 29, 41, 46]]",False
33,7,9,"[[3, 10, 14, 26, 29, 40, 44], [1, 8, 16, 21, 28, 37, 43], [5, 10, 15, 22, 33, 35, 45], [0, 12, 18, 25, 34, 40, 48], [1, 9, 18, 26, 31, 38, 42], [2, 10, 20, 25, 28, 41, 46], [4, 8, 17, 23, 31, 39, 47], [6, 11, 15, 26, 32, 37, 46], [4, 7, 19, 24, 29, 36, 45]]",False
34,7,11,"[[3, 11, 18, 23, 34, 41, 43], [5, 9, 19, 24, 33, 37, 42], [5, 10, 17, 26, 31, 40, 47], [1, 13, 14, 27, 33, 36, 48], [0, 12, 16, 24, 30, 39, 45], [0, 11, 19, 25, 28, 35, 44], [6, 8, 16, 27, 28, 38, 43], [4, 7, 17, 22, 34, 38, 48], [2, 13, 15, 23, 32, 40, 46], [4, 10, 20, 23, 30, 35, 42], [6, 12, 14, 25, 29, 41, 46]]",False
35,7,10,"[[5, 11, 16, 23, 32, 39, 45], [2, 13, 14, 25, 28, 41, 45], [3, 9, 18, 21, 30, 38, 46], [6, 9, 19, 27, 34, 37, 47], [4, 13, 17, 21, 32, 36, 42], [1, 10, 19, 26, 28, 36, 48], [0, 8, 15, 22, 33, 36, 43], [0, 11, 18, 24, 28, 40, 47], [3, 7, 17, 25, 31, 35, 44], [1, 12, 14, 22, 29, 39, 46]]",False
36,7,10,"[[1, 11, 20, 26, 32, 37, 48], [0, 7, 18, 23, 34, 38, 47], [2, 10, 18, 27, 30, 39, 43], [4, 7, 17, 21, 33, 40, 42], [5, 12, 20, 21, 34, 39, 46], [3, 8, 19, 27, 28, 36, 48], [1, 12, 17, 23, 29, 35, 44], [4, 9, 15, 25, 31, 37, 45], [6, 13, 15, 26, 33, 36, 47], [6, 9, 19, 24, 34, 41, 44]]",False
37,7,10,"[[6, 13, 14, 26, 28, 35, 47], [1, 7, 15, 27, 34, 37, 42], [0, 12, 20, 23, 30, 39, 43], [3, 11, 15, 21, 31, 36, 48], [2, 10, 18, 25, 31, 40, 43], [6, 9, 20, 22, 29, 40, 46], [4, 10, 14, 23, 34, 38, 44], [5, 8, 17, 22, 33, 36, 44], [5, 12, 14, 25, 32, 41, 45], [1, 11, 16, 23, 29, 41, 47]]",False
38,7,10,"[[2, 12, 17, 23, 32, 36, 46], [6, 13, 16, 21, 34, 37, 48], [5, 8, 18, 22, 31, 37, 45], [3, 12, 14, 25, 34, 40, 43], [4, 7, 14, 23, 30, 35, 42], [0, 13, 15, 25, 32, 39, 47], [1, 9, 18, 26, 33, 36, 43], [2, 11, 16, 27, 29, 38, 44], [5, 9, 20, 24, 30, 41, 47], [1, 8, 19, 23, 28, 40, 44]]",False
39,7,11,"[[0, 10, 18, 21, 34, 41, 43], [4, 7, 20, 22, 32, 37, 44], [6, 11, 20, 23, 31, 35, 43], [6, 9, 18, 24, 33, 36, 47], [2, 8, 16, 27, 32, 40, 48], [3, 13, 20, 26, 30, 41, 42], [5, 13, 19, 25, 28, 38, 47], [1, 8, 19, 23, 29, 41, 45], [0, 9, 17, 25, 29, 39, 44], [4, 11, 16, 24, 34, 38, 46], [0, 12, 14, 23, 30, 37, 48]]",False
40,7,11,"[[2, 9, 17, 25, 28, 37, 42], [5, 11, 14, 22, 34, 36, 45], [4, 11, 19, 21, 29, 37, 46], [0, 10, 16, 26, 30, 35, 44], [0, 13, 15, 22, 28, 38, 48], [1, 12, 20, 23, 33, 38, 45], [6, 7, 18, 26, 33, 40, 47], [1, 11, 17, 26, 32, 39, 43], [3, 8, 19, 27, 34, 39, 47], [3, 13, 14, 24, 33, 41, 44], [6, 10, 20, 24, 31, 36, 46]]",False
41,7,10,"[[4, 10, 14, 21, 32, 41, 47], [4, 11, 18, 23, 34, 38, 45], [6, 9, 17, 22, 28, 40, 46], [0, 9, 15, 25, 32, 35, 44], [3, 8, 20, 24, 31, 35, 42], [3, 11, 19, 27, 30, 39, 47], [1, 12, 17, 27, 31, 36, 48], [5, 8, 15, 21, 29, 39, 46], [0, 11, 16, 24, 33, 37, 43], [2, 7, 19, 26, 29, 37, 45]]",False
42,7,11,"[[3, 13, 19, 27, 30, 36, 47], [3, 12, 18, 25, 32, 35, 46], [4, 11, 20, 21, 31, 40, 47], [1, 10, 19, 23, 33, 35, 45], [4, 9, 16, 24, 34, 35, 43], [2, 8, 14, 26, 31, 41, 44], [0, 7, 18, 22, 28, 37, 48], [0, 9, 15, 27, 29, 40, 42], [1, 13, 17, 25, 34, 38, 48], [5, 11, 14, 22, 30, 39, 45], [6, 10, 15, 22, 32, 38, 44]]",False
43,7,10,"[[5, 8, 18, 27, 29, 39, 45], [0, 7, 17, 25, 32, 39, 48], [4, 10, 19, 23, 28, 38, 42], [1, 13, 15, 26, 28, 37, 44], [6, 8, 20, 24, 34, 40, 43], [0, 10, 16, 21, 30, 35, 47], [2, 9, 14, 26, 31, 39, 43], [3, 8, 17, 21, 31, 36, 46], [1, 12, 20, 25, 33, 41, 47], [2, 11, 19, 27, 32, 40, 47]]",False
44,7,11,"[[6, 11, 17, 25, 28, 35, 47], [6, 9, 14, 23, 29, 39, 42], [6, 12, 16, 26, 30, 38, 46], [3, 7, 16, 27, 28, 36, 42], [4, 8, 19, 27, 30, 40, 44], [6, 13, 20, 22, 32, 41, 43], [2, 8, 15, 21, 31, 37, 43], [3, 12, 15, 25, 29, 41, 45], [0, 10, 18, 23, 34, 38, 44], [1, 13, 14, 25, 31, 40, 48], [5, 7, 19, 24, 34, 39, 43]]",False
45,7,10,"[[3, 8, 20, 21, 33, 36, 44], [5, 9, 17, 24, 29, 37, 48], [2, 9, 19, 25, 33, 41, 46], [4, 13, 15, 23, 29, 38, 45], [6, 13, 17, 26, 28, 39, 46], [0, 12, 20, 26, 30, 37, 43], [2, 11, 20, 27, 34, 35, 42], [0, 10, 16, 22, 32, 40, 47], [1, 10, 14, 21, 31, 38, 48], [4, 7, 18, 27, 31, 41, 44]]",False
46,7,10,"[[6, 9, 14, 23, 29, 35, 46], [3, 7, 15, 22, 34, 41, 47], [2, 8, 20, 26, 31, 40, 48], [3, 10, 20, 27, 32, 38, 46], [4, 7, 16, 23, 32, 37, 42], [1, 11, 18, 27, 28, 40, 44], [0, 9, 17, 21, 31, 39, 47], [6, 10, 18, 25, 30, 41, 43], [5, 13, 16, 27, 30, 39, 45], [0, 12, 19, 24, 28, 36, 43]]",False
47,7,11,"[[1, 9, 15, 21, 32, 36, 46], [3, 7, 17, 26, 34, 41, 42], [6, 8, 19, 25, 29, 38, 45], [5, 12, 16, 25, 28, 35, 46], [0, 11, 18, 26, 28, 40, 43], [3, 10, 20, 24, 32, 38, 47], [1, 13, 14, 22, 28, 37, 48], [2, 12, 19, 22, 30, 39, 44], [4, 9, 20, 23, 33, 40, 42], [0, 7, 14, 27, 33, 36, 45], [4, 10, 16, 27, 31, 41, 44]]",False
48,7,10,"[[4, 13, 15, 21, 33, 37, 42], [4, 11, 14, 25, 34, 38, 47], [5, 7, 20, 22, 32, 36, 43], [2, 11, 20, 23, 28, 37, 48], [3, 12, 19, 24, 31, 38, 43], [0, 12, 16, 23, 29, 39, 45], [1, 13, 18, 26, 29, 38, 44], [6, 10, 15, 27, 32, 35, 44], [5, 11, 16, 21, 30, 41, 46], [6, 8, 19, 22, 28, 40, 45]]",False
49,7,11,"[[2, 10, 14, 23, 33, 37, 48], [4, 9, 16, 22, 34, 40, 48], [6, 12, 20, 27, 28, 39, 45], [1, 8, 15, 24, 28, 37, 44], [0, 11, 16, 27, 31, 41, 43], [3, 7, 19, 25, 32, 41, 44], [1, 10, 18, 22, 30, 38, 46], [6, 8, 14, 26, 32, 38, 47], [6, 11, 18, 21, 29, 36, 42], [3, 13, 14, 24, 31, 40, 42], [5, 12, 17, 21, 33, 35, 47]]",False
50,7,10,"[[4, 11, 18, 21, 31, 41, 43], [5, 10, 17, 25, 31, 39, 48], [2, 13, 18, 26, 29, 38, 47], [1, 8, 14, 27, 31, 36, 46], [6, 9, 20, 21, 30, 40, 45], [2, 11, 15, 25, 33, 35, 44], [0, 7, 19, 27, 28, 38, 42], [6, 8, 18, 24, 34, 37, 44], [3, 12, 16, 23, 33, 37, 45], [5, 12, 15, 22, 32, 40, 47]]",False
51,7,10,"[[6, 11, 15, 21, 29, 36, 48], [1, 13, 18, 22, 30, 39, 42], [0, 11, 18, 25, 28, 35, 45], [3, 10, 15, 27, 34, 35, 47], [4, 8, 18, 27, 33, 40, 44], [5, 7, 19, 26, 30, 36, 46], [2, 9, 17, 24, 31, 41, 43], [2, 12, 19, 22, 32, 38, 47], [5, 12, 20, 23, 33, 37, 45], [3, 9, 14, 23, 28, 38, 42]]",False
52,7,10,"[[1, 11, 17, 26, 31, 39, 42], [4, 7, 18, 22, 30, 35, 42], [3, 8, 16, 24, 33, 38, 43], [6, 10, 14, 25, 33, 40, 47], [5, 7, 19, 23, 32, 37, 43], [3, 12, 17, 21, 28, 37, 44], [6, 9, 20, 24, 29, 35, 44], [0, 7, 15, 27, 29, 38, 46], [2, 10, 16, 22, 28, 41, 48], [1, 13, 15, 24, 30, 36, 45]]",False
53,7,9,"[[5, 10, 20, 23, 33, 36, 46], [3, 10, 17, 22, 30, 40, 43], [2, 11, 16, 24, 28, 41, 48], [4, 12, 15, 25, 30, 35, 44], [0, 8, 18, 24, 30, 38, 45], [1, 13, 14, 25, 32, 39, 42], [0, 12, 17, 27, 29, 37, 47], [6, 9, 19, 27, 28, 39, 45], [1, 7, 15, 21, 28, 36, 47]]",False
54,7,10,"[[2, 9, 20, 26, 30, 40, 45], [4, 13, 18, 22, 31, 35, 43], [6, 8, 18, 25, 28, 40, 44], [0, 13, 15, 24, 29, 36, 42], [5, 7, 20, 25, 29, 35, 46], [3, 11, 19, 21, 31, 37, 42], [1, 12, 16, 23, 32, 36, 46], [3, 10, 15, 26, 28, 38, 48], [2, 7, 15, 21, 34, 39, 47], [1, 8, 14, 26, 33, 41, 47]]",False
55,7,11,"[[2, 13, 20, 26, 29, 37, 46], [4, 13, 17, 27, 28, 39, 45], [3, 8, 15, 22, 33, 36, 46], [0, 8, 14, 23, 29, 38, 42], [0, 10, 16, 24, 28, 35, 47], [1, 11, 15, 25, 32, 39, 47], [2, 7, 14, 21, 34, 40, 44], [1, 9, 18, 27, 30, 41, 43], [5, 12, 17, 24, 32, 38, 46], [5, 9, 19, 25, 33, 37, 48], [6, 11, 19, 24, 29, 40, 43]]",False
56,7,11,"[[5, 8, 17, 21, 28, 41, 47], [2, 9, 18, 26, 33, 35, 44], [1, 12, 20, 24, 32, 38, 45], [4, 13, 16, 26, 31, 36, 45], [5, 12, 15, 22, 30, 39, 42], [6, 10, 15, 27, 31, 35, 48], [4, 7, 17, 23, 32, 37, 46], [2, 13, 20, 21, 30, 40, 43], [3, 11, 14, 21, 34, 37, 45], [0, 9, 16, 25, 28, 39, 43], [3, 8, 20, 22, 29, 36, 48]]",False
57,7,11,"[[1, 9, 17, 25, 34, 40, 43], [3, 11, 18, 27, 28, 37, 44], [6, 8, 15, 27, 32, 36, 48], [5, 9, 14, 21, 29, 35, 47], [2, 13, 19, 22, 28, 35, 45], [6, 7, 14, 23, 31, 41, 42], [0, 12, 16, 22, 30, 36, 42], [4, 10, 20, 26, 33, 41, 44], [4, 13, 15, 24, 34, 38, 46], [0, 11, 20, 21, 31, 38, 43], [5, 7, 20, 24, 28, 39, 48]]",False
58,7,10,"[[3, 8, 14, 24, 31, 41, 47], [2, 9, 19, 22, 29, 41, 43], [1, 12, 19, 24, 34, 40, 48], [3, 10, 15, 26, 30, 35, 45], [4, 13, 18, 25, 28, 36, 46], [6, 7, 18, 23, 31, 39, 42], [5, 8, 16, 27, 32, 36, 45], [2, 11, 15, 23, 33, 38, 46], [6, 13, 17, 21, 29, 35, 44], [0, 10, 20, 22, 32, 37, 48]]",False
59,7,9,"[[5, 8, 16, 24, 28, 40, 45], [3, 9, 19, 23, 30, 38, 45], [0, 9, 20, 24, 29, 36, 43], [1, 11, 15, 22, 28, 41, 46], [2, 7, 19, 21, 28, 39, 47], [6, 12, 19, 24, 34, 35, 48], [4, 8, 19, 27, 32, 37, 44], [1, 10, 17, 21, 31, 36, 44], [1, 13, 14, 23, 33, 37, 48]]",False
60,7,10,"[[1, 7, 20, 27, 32, 39, 47], [0, 8, 19, 21, 34, 38, 42], [5, 12, 14, 22, 32, 35, 45], [6, 8, 18, 24, 29, 41, 43], [1, 9, 17, 22, 33, 37, 48], [2, 10, 15, 26, 31, 37, 43], [0, 11, 17, 27, 28, 40, 46], [3, 10, 18, 23, 34, 35, 46], [4, 13, 19, 23, 31, 39, 44], [5, 7, 16, 26, 29, 36, 42]]",False
